TransactionID,Date,Time,Company,LocationID,City,FuelType,Quantity_Liters,Price_per_Litre,Total_Amount,PaymentMethod,VehicleType,LoyaltyCardUsed,PumpNumber,EmployeeID
TXN035,2024-04-20,15:55:00,HP,delhi-pump-04,delhi,power petrol,38.98,98.97,3857.85,Card,car,No,2,E-DEL-5
TXN036,2025-07-07,00:07:00,BPCL,chennai-pump-05,chennai,diesel,36.17,87.64,3169.94,Cash,car,No,2,E-CHE-4
TXN037,2025-06-21,02:14:00,IOCL,chennai-pump-03,chennai,diesel,11.70,87.92,1028.66,Cash,bike,No,2,E-CHE-2
TXN038,2025-09-07,15:05:00,BPCL,delhi-pump-01,delhi,petrol,47.09,95.19,4482.50,Card,car,No,3,E-DEL-4
TXN039,2024-06-23,03:01:00,HP,delhi-pump-04,delhi,diesel,27.32,87.58,2392.69,Card,car,No,3,E-DEL-2
TXN040,2024-09-17,07:41:00,IOCL,chennai-pump-05,chennai,petrol,11.84,94.60,1120.06,Card,bike,Yes,5,E-CHE-3
TXN041,2025-05-29,15:01:00,BPCL,chennai-pump-03,chennai,petrol,10.66,95.05,1013.23,UPI,bike,Yes,4,E-CHE-3
TXN042,2024-01-02,09:18:00,BPCL,chennai-pump-05,chennai,diesel,49.29,87.77,4326.18,UPI,car,Yes,2,E-CHE-4
TXN043,2025-07-13,19:32:00,BPCL,pune-pump-06,pune,diesel,11.09,88.11,977.14,Card,bike,Yes,3,E-PUN-2
TXN044,2025-02-08,06:42:00,HP,chennai-pump-05,chennai,power petrol,9.06,99.01,897.03,Cash,bike,No,4,E-CHE-3
TXN045,2025-05-15,21:40:00,IOCL,chennai-pump-03,chennai,power petrol,9.83,99.77,980.74,Card,bike,No,1,E-CHE-5
TXN046,2024-08-31,10:04:00,BPCL,chennai-pump-05,chennai,power petrol,13.21,99.35,1312.41,Card,bike,Yes,3,E-CHE-1
TXN047,2025-01-03,21:22:00,IOCL,mumbai-pump-02,mumbai,petrol,10.32,94.75,977.82,UPI,bike,No,1,E-MUM-3
TXN048,2025-12-24,08:56:00,IOCL,delhi-pump-01,delhi,diesel,12.62,87.80,1108.04,Cash,bike,No,5,E-DEL-3
TXN049,2024-07-15,13:35:00,IOCL,chennai-pump-03,chennai,petrol,29.49,94.35,2782.38,Cash,car,Yes,3,E-CHE-3
TXN050,2024-11-07,18:19:00,HP,mumbai-pump-04,mumbai,power petrol,28.46,99.38,2828.35,UPI,car,No,3,E-MUM-3
TXN051,2025-09-23,05:43:00,BPCL,chennai-pump-05,chennai,power petrol,40.96,99.64,4081.25,Cash,car,No,5,E-CHE-2
TXN052,2025-03-25,09:55:00,IOCL,chennai-pump-03,chennai,power petrol,43.87,99.56,4367.70,Card,car,No,5,E-CHE-1
TXN053,2024-07-08,03:18:00,IOCL,pune-pump-06,pune,power petrol,41.12,99.29,4082.80,Card,car,No,1,E-PUN-4
TXN054,2024-04-05,23:43:00,HP,delhi-pump-04,delhi,petrol,45.32,94.88,4299.96,Cash,car,Yes,4,E-DEL-3
TXN055,2024-11-25,22:38:00,IOCL,mumbai-pump-02,mumbai,diesel,18.24,87.64,1598.55,Card,car,No,1,E-MUM-4
TXN056,2025-03-15,01:49:00,HP,pune-pump-06,pune,power petrol,34.38,99.59,3423.90,UPI,car,No,4,E-PUN-2
TXN057,2025-02-01,11:11:00,HP,chennai-pump-03,chennai,diesel,27.76,87.87,2439.27,Cash,car,No,3,E-CHE-3
TXN058,2024-09-17,03:25:00,BPCL,delhi-pump-04,delhi,power petrol,5.99,98.99,592.95,UPI,bike,Yes,2,E-DEL-2
TXN059,2025-12-15,00:23:00,HP,chennai-pump-03,chennai,petrol,19.66,95.20,1871.63,Cash,car,No,1,E-CHE-1
TXN060,2024-03-09,04:15:00,IOCL,delhi-pump-04,delhi,power petrol,19.35,99.83,1931.71,UPI,car,No,4,E-DEL-3
TXN061,2025-10-30,01:15:00,HP,mumbai-pump-02,mumbai,diesel,27.02,88.08,2379.92,Card,car,Yes,2,E-MUM-4
TXN062,2024-10-16,09:14:00,HP,delhi-pump-01,delhi,power petrol,14.76,99.56,1469.51,UPI,bike,Yes,2,E-DEL-5
TXN063,2025-11-18,04:52:00,HP,bangalore-pump-07,bangalore,diesel,12.43,87.99,1093.72,UPI,bike,Yes,3,E-BAN-2
TXN064,2024-11-24,19:49:00,IOCL,bangalore-pump-07,bangalore,power petrol,36.47,99.33,3622.57,Card,car,Yes,3,E-BAN-5
TXN065,2024-09-24,11:44:00,BPCL,chennai-pump-05,chennai,petrol,27.26,95.05,2591.06,UPI,car,Yes,2,E-CHE-2
TXN066,2025-08-22,23:26:00,IOCL,mumbai-pump-04,mumbai,power petrol,17.12,99.43,1702.24,UPI,car,No,2,E-MUM-4
TXN067,2025-09-29,02:19:00,HP,bangalore-pump-07,bangalore,power petrol,14.74,99.33,1464.12,UPI,bike,Yes,5,E-BAN-3
TXN068,2025-06-01,23:58:00,IOCL,pune-pump-01,pune,power petrol,30.12,99.59,2999.65,Card,car,No,2,E-PUN-3
TXN069,2025-11-02,17:37:00,HP,chennai-pump-03,chennai,power petrol,5.62,99.78,560.76,Cash,bike,Yes,5,E-CHE-5
TXN070,2025-08-05,23:47:00,IOCL,mumbai-pump-02,mumbai,petrol,8.24,94.54,779.01,Cash,bike,No,4,E-MUM-2
TXN071,2025-01-07,07:39:00,BPCL,mumbai-pump-02,mumbai,petrol,34.88,94.74,3304.53,UPI,car,No,5,E-MUM-1
TXN072,2024-05-10,04:52:00,HP,bangalore-pump-07,bangalore,petrol,46.57,94.73,4411.58,Cash,car,Yes,1,E-BAN-5
TXN073,2025-05-28,14:36:00,HP,pune-pump-06,pune,diesel,32.02,87.88,2813.92,Card,car,Yes,2,E-PUN-2
TXN074,2025-02-28,00:28:00,HP,mumbai-pump-02,mumbai,power petrol,20.58,99.68,2051.41,UPI,car,Yes,2,E-MUM-5
TXN075,2024-10-13,16:10:00,BPCL,chennai-pump-05,chennai,petrol,7.15,94.81,677.89,Cash,bike,No,5,E-CHE-2
TXN076,2025-10-24,21:41:00,BPCL,bangalore-pump-07,bangalore,petrol,45.01,94.97,4274.60,Cash,car,Yes,4,E-BAN-4
TXN077,2025-02-16,05:40:00,BPCL,pune-pump-06,pune,petrol,32.52,94.81,3083.22,Card,car,No,3,E-PUN-1
TXN078,2025-10-31,11:25:00,IOCL,pune-pump-01,pune,diesel,12.57,87.39,1098.49,UPI,bike,No,1,E-PUN-1
TXN079,2025-12-17,13:56:00,IOCL,delhi-pump-01,delhi,petrol,22.23,95.18,2115.85,Card,car,Yes,4,E-DEL-3
TXN080,2025-03-14,14:17:00,BPCL,bangalore-pump-07,bangalore,petrol,48.57,94.32,4581.12,Card,car,No,4,E-BAN-1
TXN081,2025-02-14,20:06:00,BPCL,bangalore-pump-07,bangalore,diesel,7.87,87.72,690.36,UPI,bike,No,3,E-BAN-2
TXN082,2025-08-24,13:42:00,HP,bangalore-pump-07,bangalore,diesel,41.49,87.71,3639.09,Card,car,No,2,E-BAN-5
TXN083,2024-07-24,18:39:00,IOCL,chennai-pump-03,chennai,diesel,42.13,87.38,3681.32,Card,car,Yes,2,E-CHE-5
TXN084,2025-03-23,00:55:00,IOCL,bangalore-pump-07,bangalore,petrol,47.91,94.96,4549.53,Cash,car,No,5,E-BAN-3
TXN085,2025-09-22,13:13:00,BPCL,pune-pump-01,pune,petrol,12.16,94.25,1146.08,Card,bike,No,5,E-PUN-4
TXN086,2025-05-19,21:59:00,BPCL,chennai-pump-05,chennai,power petrol,6.05,99.40,601.37,UPI,bike,No,2,E-CHE-4
TXN087,2025-12-17,13:27:00,IOCL,bangalore-pump-07,bangalore,petrol,14.37,94.70,1360.84,Card,bike,No,2,E-BAN-1
TXN088,2025-12-21,01:00:00,BPCL,pune-pump-01,pune,power petrol,46.29,99.67,4613.72,UPI,car,No,2,E-PUN-2
TXN089,2024-04-20,10:52:00,IOCL,pune-pump-06,pune,power petrol,13.19,99.36,1310.56,UPI,bike,No,1,E-PUN-2
TXN090,2024-12-28,13:21:00,IOCL,pune-pump-06,pune,diesel,45.04,87.31,3932.44,Cash,car,Yes,3,E-PUN-2
TXN091,2025-08-23,11:46:00,HP,mumbai-pump-02,mumbai,diesel,25.27,87.39,2208.35,UPI,car,No,4,E-MUM-1
TXN092,2024-05-19,08:56:00,BPCL,pune-pump-01,pune,diesel,8.95,87.90,786.71,UPI,bike,No,4,E-PUN-2
TXN093,2024-02-13,15:37:00,BPCL,pune-pump-01,pune,power petrol,41.01,99.04,4061.63,UPI,car,No,2,E-PUN-2
TXN094,2025-12-04,08:30:00,BPCL,chennai-pump-05,chennai,diesel,10.89,88.10,959.41,Cash,bike,No,1,E-CHE-5
TXN095,2024-01-13,15:58:00,HP,delhi-pump-01,delhi,petrol,5.77,94.67,546.25,UPI,bike,Yes,1,E-DEL-1
TXN096,2025-06-03,17:11:00,BPCL,mumbai-pump-04,mumbai,power petrol,29.08,99.90,2905.09,Card,car,Yes,3,E-MUM-1
TXN097,2024-03-15,09:35:00,BPCL,bangalore-pump-07,bangalore,diesel,6.12,87.66,536.48,UPI,bike,No,2,E-BAN-2
TXN098,2024-08-16,07:42:00,HP,chennai-pump-05,chennai,diesel,5.09,87.66,446.19,Card,bike,Yes,4,E-CHE-1
TXN099,2025-06-08,14:52:00,HP,pune-pump-01,pune,petrol,12.75,94.75,1208.06,Card,bike,Yes,3,E-PUN-2
TXN100,2025-06-07,10:54:00,HP,delhi-pump-01,delhi,power petrol,42.16,99.22,4183.12,Cash,car,Yes,5,E-DEL-4
TXN101,2025-07-09,12:00:00,BPCL,delhi-pump-01,delhi,petrol,26.36,94.84,2499.98,UPI,car,No,1,E-DEL-3
TXN102,2025-01-27,21:27:00,IOCL,chennai-pump-03,chennai,power petrol,18.20,99.88,1817.82,UPI,car,Yes,5,E-CHE-5
TXN103,2024-12-15,17:35:00,BPCL,delhi-pump-01,delhi,diesel,41.78,87.13,3640.29,Card,car,Yes,3,E-DEL-2
TXN104,2024-07-09,12:52:00,HP,chennai-pump-03,chennai,petrol,6.65,94.70,629.76,UPI,bike,No,5,E-CHE-4
TXN105,2024-10-11,23:28:00,HP,pune-pump-01,pune,petrol,37.72,94.49,3564.16,Card,car,Yes,4,E-PUN-2
TXN106,2024-10-17,18:02:00,HP,pune-pump-01,pune,power petrol,38.35,99.87,3830.01,Cash,car,No,1,E-PUN-1
TXN107,2024-05-16,18:42:00,IOCL,pune-pump-06,pune,power petrol,48.56,99.83,4847.74,Cash,car,Yes,5,E-PUN-5
TXN108,2024-06-22,18:05:00,BPCL,pune-pump-06,pune,petrol,34.36,94.36,3242.21,Card,car,Yes,5,E-PUN-1
TXN109,2024-11-01,04:28:00,HP,mumbai-pump-04,mumbai,power petrol,45.35,99.68,4520.49,Card,car,Yes,5,E-MUM-1
TXN110,2025-09-21,21:46:00,BPCL,mumbai-pump-04,mumbai,petrol,10.43,94.47,985.32,Cash,bike,No,2,E-MUM-4
TXN111,2025-09-12,13:36:00,BPCL,chennai-pump-03,chennai,diesel,11.95,87.35,1043.83,UPI,bike,Yes,4,E-CHE-3
TXN112,2024-07-12,07:09:00,IOCL,pune-pump-06,pune,power petrol,35.84,99.50,3566.08,Card,car,No,3,E-PUN-3
TXN113,2025-08-09,19:48:00,HP,delhi-pump-01,delhi,diesel,36.69,87.87,3223.95,Cash,car,Yes,5,E-DEL-4
TXN114,2024-12-29,14:28:00,HP,pune-pump-01,pune,diesel,27.71,87.92,2436.26,UPI,car,Yes,1,E-PUN-5
TXN115,2025-04-26,08:22:00,HP,mumbai-pump-04,mumbai,petrol,30.74,94.60,2908.00,UPI,car,Yes,1,E-MUM-4
TXN116,2025-06-21,06:03:00,BPCL,bangalore-pump-07,bangalore,diesel,5.80,88.09,510.92,Card,bike,No,3,E-BAN-2
TXN117,2024-05-31,02:34:00,BPCL,pune-pump-06,pune,petrol,24.37,94.77,2309.54,UPI,car,No,4,E-PUN-2
TXN118,2025-09-16,09:18:00,IOCL,pune-pump-06,pune,power petrol,21.68,99.47,2156.51,Cash,car,No,4,E-PUN-3
TXN119,2024-08-15,02:39:00,HP,bangalore-pump-07,bangalore,diesel,27.65,87.34,2414.95,Cash,car,No,2,E-BAN-4
TXN120,2025-10-17,11:26:00,IOCL,delhi-pump-04,delhi,petrol,8.31,95.02,789.62,Card,bike,No,5,E-DEL-2
TXN121,2024-06-05,22:03:00,BPCL,chennai-pump-05,chennai,diesel,10.78,87.39,942.06,Card,bike,Yes,1,E-CHE-4
TXN122,2025-11-24,01:40:00,IOCL,delhi-pump-01,delhi,petrol,44.06,94.68,4171.60,Cash,car,Yes,3,E-DEL-1
TXN123,2024-04-04,10:03:00,BPCL,chennai-pump-05,chennai,power petrol,46.07,99.84,4599.63,Cash,car,Yes,1,E-CHE-4
TXN124,2025-09-25,00:58:00,HP,pune-pump-06,pune,petrol,41.50,94.74,3931.71,Card,car,No,1,E-PUN-2
TXN125,2025-12-06,00:19:00,IOCL,pune-pump-01,pune,power petrol,30.31,99.59,3018.57,Card,car,Yes,1,E-PUN-2
TXN126,2025-07-28,09:42:00,BPCL,delhi-pump-01,delhi,power petrol,46.48,99.54,4626.62,Card,car,No,1,E-DEL-1
TXN127,2024-11-17,19:33:00,BPCL,chennai-pump-03,chennai,diesel,31.71,87.20,2765.11,UPI,car,Yes,1,E-CHE-4
TXN128,2025-07-09,13:55:00,BPCL,mumbai-pump-02,mumbai,petrol,9.45,94.56,893.59,Card,bike,Yes,4,E-MUM-3
TXN129,2025-03-18,17:30:00,BPCL,pune-pump-06,pune,power petrol,9.86,99.22,978.31,Cash,bike,Yes,1,E-PUN-3
TXN130,2024-08-10,15:09:00,BPCL,delhi-pump-01,delhi,petrol,27.17,94.29,2561.86,Card,car,Yes,1,E-DEL-5
TXN131,2024-12-25,12:47:00,BPCL,mumbai-pump-02,mumbai,diesel,48.24,87.71,4231.13,UPI,car,Yes,3,E-MUM-4
TXN132,2025-09-01,13:50:00,IOCL,chennai-pump-05,chennai,petrol,13.21,94.61,1249.80,Cash,bike,No,1,E-CHE-5
TXN133,2024-05-28,15:35:00,IOCL,chennai-pump-05,chennai,diesel,38.31,87.20,3340.63,UPI,car,Yes,3,E-CHE-5
TXN134,2025-08-01,12:55:00,BPCL,pune-pump-06,pune,diesel,10.40,87.76,912.70,UPI,bike,Yes,2,E-PUN-3
TXN135,2025-10-23,15:39:00,BPCL,pune-pump-01,pune,diesel,10.96,87.31,956.92,Card,bike,Yes,3,E-PUN-5
TXN136,2025-07-22,13:01:00,BPCL,delhi-pump-01,delhi,power petrol,7.34,99.70,731.80,UPI,bike,No,4,E-DEL-3
TXN137,2024-01-01,16:30:00,BPCL,delhi-pump-04,delhi,diesel,38.06,87.77,3340.53,Cash,car,Yes,5,E-DEL-5
TXN138,2024-09-19,19:16:00,IOCL,mumbai-pump-02,mumbai,diesel,17.14,87.28,1495.98,Cash,car,Yes,2,E-MUM-3
TXN139,2024-03-09,15:32:00,BPCL,bangalore-pump-07,bangalore,petrol,14.69,94.73,1391.58,Card,bike,No,2,E-BAN-4
TXN140,2025-01-29,20:52:00,IOCL,pune-pump-06,pune,power petrol,5.55,99.88,554.33,UPI,bike,No,1,E-PUN-4
TXN141,2025-04-18,06:24:00,BPCL,chennai-pump-03,chennai,petrol,18.13,94.92,1720.90,Cash,car,No,2,E-CHE-5
TXN142,2024-06-02,04:51:00,HP,pune-pump-06,pune,petrol,44.87,94.92,4259.06,Card,car,No,2,E-PUN-5
TXN143,2024-12-27,04:33:00,IOCL,delhi-pump-04,delhi,diesel,43.47,87.95,3823.19,Cash,car,Yes,2,E-DEL-5
TXN144,2025-01-29,06:07:00,IOCL,mumbai-pump-02,mumbai,diesel,13.58,87.60,1189.61,UPI,bike,No,5,E-MUM-2
TXN145,2025-06-14,11:42:00,IOCL,bangalore-pump-07,bangalore,power petrol,47.91,99.43,4763.69,Card,car,No,1,E-BAN-5
TXN146,2024-12-06,00:57:00,HP,bangalore-pump-07,bangalore,petrol,5.69,95.20,541.69,UPI,bike,No,1,E-BAN-5
TXN147,2024-03-13,05:50:00,HP,pune-pump-06,pune,diesel,10.98,87.75,963.50,UPI,bike,Yes,3,E-PUN-4
TXN148,2024-12-13,16:25:00,IOCL,delhi-pump-04,delhi,power petrol,7.81,99.22,774.91,UPI,bike,No,3,E-DEL-4
TXN149,2025-07-28,13:34:00,IOCL,mumbai-pump-04,mumbai,petrol,30.11,95.17,2865.57,Cash,car,No,3,E-MUM-2
TXN150,2025-03-17,11:56:00,IOCL,mumbai-pump-02,mumbai,power petrol,7.05,99.68,702.74,Cash,bike,No,1,E-MUM-5
TXN151,2025-11-25,21:42:00,BPCL,delhi-pump-01,delhi,power petrol,39.11,99.32,3884.41,UPI,car,Yes,5,E-DEL-3
TXN152,2025-04-02,18:33:00,BPCL,delhi-pump-01,delhi,diesel,46.23,88.11,4073.33,Cash,car,No,1,E-DEL-2
TXN153,2024-04-14,05:23:00,BPCL,pune-pump-01,pune,petrol,47.05,94.87,4463.63,Cash,car,No,1,E-PUN-2
TXN154,2025-06-25,23:08:00,HP,pune-pump-06,pune,petrol,7.55,94.92,716.65,Cash,bike,Yes,1,E-PUN-2
TXN155,2025-08-31,17:12:00,HP,pune-pump-06,pune,diesel,12.21,87.48,1068.13,Card,bike,Yes,2,E-PUN-3
TXN156,2025-08-14,03:10:00,BPCL,delhi-pump-04,delhi,diesel,17.11,87.43,1495.93,UPI,car,No,1,E-DEL-4
TXN157,2024-07-24,21:53:00,HP,bangalore-pump-07,bangalore,power petrol,8.55,99.09,847.22,UPI,bike,Yes,2,E-BAN-4
TXN158,2024-03-07,05:19:00,IOCL,delhi-pump-01,delhi,diesel,10.93,88.01,961.95,Card,bike,No,1,E-DEL-2
TXN159,2025-03-06,09:56:00,HP,chennai-pump-05,chennai,power petrol,5.07,99.43,504.11,Cash,bike,No,5,E-CHE-1
TXN160,2025-11-18,09:43:00,BPCL,chennai-pump-05,chennai,diesel,38.63,87.38,3375.49,Card,car,No,3,E-CHE-4
TXN161,2025-12-29,22:58:00,IOCL,chennai-pump-03,chennai,petrol,42.06,94.61,3979.30,Card,car,No,1,E-CHE-1
TXN162,2025-07-01,04:08:00,HP,pune-pump-01,pune,power petrol,14.23,98.96,1408.20,UPI,bike,No,4,E-PUN-4
TXN163,2025-07-22,22:45:00,HP,pune-pump-06,pune,petrol,5.18,94.23,488.11,Card,bike,Yes,3,E-PUN-3
TXN164,2025-06-06,00:04:00,IOCL,pune-pump-01,pune,petrol,45.75,94.84,4338.93,UPI,car,No,4,E-PUN-3
TXN165,2024-05-09,14:20:00,IOCL,pune-pump-06,pune,petrol,28.27,94.38,2668.12,Card,car,No,4,E-PUN-1
TXN166,2024-10-04,05:54:00,HP,delhi-pump-01,delhi,diesel,9.09,87.33,793.83,UPI,bike,No,2,E-DEL-1
TXN167,2025-09-09,13:25:00,IOCL,mumbai-pump-04,mumbai,diesel,10.70,88.03,941.92,UPI,bike,No,3,E-MUM-4
TXN168,2024-09-25,14:40:00,HP,delhi-pump-01,delhi,power petrol,6.95,99.63,692.43,Card,bike,No,3,E-DEL-1
TXN169,2025-04-19,05:40:00,IOCL,delhi-pump-01,delhi,diesel,9.31,87.91,818.44,UPI,bike,No,5,E-DEL-5
TXN170,2024-07-01,20:37:00,BPCL,delhi-pump-01,delhi,petrol,21.35,94.22,2011.60,Cash,car,Yes,3,E-DEL-5
TXN171,2024-01-13,21:33:00,IOCL,chennai-pump-03,chennai,petrol,7.56,94.80,716.69,Cash,bike,No,4,E-CHE-5
TXN172,2025-04-03,22:30:00,BPCL,mumbai-pump-04,mumbai,diesel,18.59,87.20,1621.05,UPI,car,Yes,4,E-MUM-2
TXN173,2024-05-18,07:24:00,IOCL,pune-pump-06,pune,power petrol,38.70,99.60,3854.52,UPI,car,Yes,5,E-PUN-4
TXN174,2025-02-28,17:42:00,BPCL,mumbai-pump-04,mumbai,diesel,7.13,87.15,621.38,Cash,bike,Yes,5,E-MUM-2
TXN175,2025-03-23,21:27:00,HP,bangalore-pump-07,bangalore,petrol,6.45,95.02,612.88,Cash,bike,Yes,1,E-BAN-1
TXN176,2024-02-27,13:18:00,HP,mumbai-pump-02,mumbai,petrol,37.76,95.12,3591.73,Cash,car,No,5,E-MUM-4
TXN177,2024-06-16,08:54:00,IOCL,pune-pump-06,pune,power petrol,38.09,99.12,3775.48,Card,car,No,4,E-PUN-5
TXN178,2024-01-24,17:44:00,IOCL,delhi-pump-04,delhi,petrol,15.30,95.03,1453.96,UPI,car,No,3,E-DEL-3
TXN179,2024-07-09,07:29:00,BPCL,chennai-pump-03,chennai,diesel,49.87,87.62,4369.61,Card,car,Yes,4,E-CHE-4
TXN180,2025-11-15,03:15:00,BPCL,delhi-pump-01,delhi,power petrol,15.60,99.12,1546.27,Card,car,Yes,5,E-DEL-1
TXN181,2025-01-19,01:56:00,BPCL,delhi-pump-01,delhi,petrol,30.01,95.02,2851.55,Card,car,No,5,E-DEL-2
TXN182,2024-09-09,06:11:00,IOCL,pune-pump-01,pune,power petrol,23.90,99.71,2383.07,Cash,car,No,4,E-PUN-1
TXN183,2025-05-07,04:45:00,HP,chennai-pump-03,chennai,power petrol,39.70,99.24,3939.83,Cash,car,Yes,5,E-CHE-1
TXN184,2024-12-07,01:34:00,BPCL,mumbai-pump-04,mumbai,petrol,21.15,95.21,2013.69,UPI,car,No,4,E-MUM-1
TXN185,2025-07-28,19:52:00,BPCL,chennai-pump-03,chennai,petrol,10.59,94.63,1002.13,Card,bike,No,4,E-CHE-3
TXN186,2024-08-27,00:35:00,BPCL,chennai-pump-05,chennai,petrol,36.07,94.58,3411.50,UPI,car,Yes,3,E-CHE-5
TXN187,2024-04-06,01:31:00,IOCL,delhi-pump-04,delhi,petrol,37.23,94.39,3514.14,UPI,car,No,5,E-DEL-5
TXN188,2025-09-22,06:26:00,IOCL,bangalore-pump-07,bangalore,petrol,29.29,94.68,2773.18,UPI,car,Yes,4,E-BAN-4
TXN189,2024-03-11,02:20:00,BPCL,mumbai-pump-04,mumbai,petrol,28.41,94.59,2687.30,UPI,car,Yes,2,E-MUM-3
TXN190,2024-07-16,03:46:00,HP,chennai-pump-03,chennai,petrol,18.16,95.08,1726.65,Cash,car,No,4,E-CHE-5
TXN191,2024-02-29,08:15:00,IOCL,bangalore-pump-07,bangalore,diesel,45.78,88.11,4033.68,Card,car,No,2,E-BAN-1
TXN192,2024-08-19,21:25:00,BPCL,pune-pump-06,pune,petrol,45.60,95.07,4335.19,Card,car,Yes,5,E-PUN-2
TXN193,2025-02-08,08:49:00,BPCL,delhi-pump-01,delhi,petrol,10.05,94.24,947.11,UPI,bike,No,3,E-DEL-3
