Date,Company,FuelType,PaymentMethod,City,Year,Month,Day,DayOfWeek,IsWeekend,IsRepublicDay,DayMean_PriorYears,DayMean_Global,Predicted_Daily_Total_Amount
2026-01-01,BPCL,petrol,Cash,bangalore,2026,1,1,3,0,0,2466.1639999999998,2466.1639999999998,1922.8353
2026-01-01,BPCL,petrol,Cash,chennai,2026,1,1,3,0,0,2086.0437500000003,2086.0437500000003,1687.3551
2026-01-01,BPCL,petrol,Cash,delhi,2026,1,1,3,0,0,1866.4633333333331,1866.4633333333331,1890.5107
2026-01-01,BPCL,petrol,Cash,mumbai,2026,1,1,3,0,0,1797.44125,1797.44125,1878.6501
2026-01-01,BPCL,petrol,Cash,pune,2026,1,1,3,0,0,2223.7366666666667,2223.7366666666667,1808.9156
2026-01-01,BPCL,petrol,UPI,bangalore,2026,1,1,3,0,0,2505.5628571428574,2505.5628571428574,1823.3469
2026-01-01,BPCL,petrol,UPI,chennai,2026,1,1,3,0,0,1973.3138461538463,1973.3138461538463,1704.6797
2026-01-01,BPCL,petrol,UPI,delhi,2026,1,1,3,0,0,2617.1457142857143,2617.1457142857143,3447.229
2026-01-01,BPCL,petrol,UPI,mumbai,2026,1,1,3,0,0,2047.079090909091,2047.079090909091,1930.481
2026-01-01,BPCL,petrol,UPI,pune,2026,1,1,3,0,0,1997.163,1997.163,1708.6414
2026-01-01,BPCL,power petrol,Card,bangalore,2026,1,1,3,0,0,2145.02,2145.02,1846.3552
2026-01-01,BPCL,power petrol,Card,chennai,2026,1,1,3,0,0,2133.150909090909,2133.150909090909,1728.1715
2026-01-01,BPCL,power petrol,Card,delhi,2026,1,1,3,0,0,2168.163333333333,2168.163333333333,2007.0928
2026-01-01,BPCL,power petrol,Card,mumbai,2026,1,1,3,0,0,1784.5966666666668,1784.5966666666668,1759.0863
2026-01-01,BPCL,power petrol,Card,pune,2026,1,1,3,0,0,2765.4100000000003,2765.4100000000003,2900.3496
2026-01-01,BPCL,power petrol,Cash,bangalore,2026,1,1,3,0,0,3476.37,3476.37,3542.2258
2026-01-01,BPCL,power petrol,Cash,chennai,2026,1,1,3,0,0,2002.8188888888888,2002.8188888888888,1712.0105
2026-01-01,BPCL,power petrol,Cash,delhi,2026,1,1,3,0,0,2305.334,2305.334,2222.7444
2026-01-01,BPCL,power petrol,Cash,mumbai,2026,1,1,3,0,0,2318.9137499999997,2318.9137499999997,1966.5682
2026-01-01,BPCL,power petrol,Cash,pune,2026,1,1,3,0,0,2600.3742857142856,2600.3742857142856,2900.731
2026-01-01,BPCL,power petrol,UPI,bangalore,2026,1,1,3,0,0,2434.395,2434.395,1969.5391
2026-01-01,BPCL,power petrol,UPI,chennai,2026,1,1,3,0,0,2866.3214285714284,2866.3214285714284,3458.028
2026-01-01,BPCL,power petrol,UPI,delhi,2026,1,1,3,0,0,2315.961111111111,2315.961111111111,2212.3472
2026-01-01,BPCL,power petrol,UPI,mumbai,2026,1,1,3,0,0,1974.024,1974.024,1899.5442
2026-01-01,BPCL,power petrol,UPI,pune,2026,1,1,3,0,0,1944.9627272727273,1944.9627272727273,1800.9154
2026-01-01,HP,diesel,Card,bangalore,2026,1,1,3,0,0,2871.181666666667,2871.181666666667,3175.2039
2026-01-01,HP,diesel,Card,chennai,2026,1,1,3,0,0,1960.89125,1960.89125,2118.0203
2026-01-01,HP,diesel,Card,delhi,2026,1,1,3,0,0,1208.6833333333334,1208.6833333333334,1159.6511
2026-01-01,HP,diesel,Card,mumbai,2026,1,1,3,0,0,1786.7369999999999,1786.7369999999999,1887.6803
2026-01-01,HP,diesel,Card,pune,2026,1,1,3,0,0,1597.4957142857143,1597.4957142857143,1786.0336
2026-01-01,HP,diesel,Cash,bangalore,2026,1,1,3,0,0,2432.7725,2432.7725,2415.7686
2026-01-01,HP,diesel,Cash,chennai,2026,1,1,3,0,0,1879.03,1879.03,2140.837
2026-01-01,HP,diesel,Cash,delhi,2026,1,1,3,0,0,1638.6328571428571,1638.6328571428571,1914.2053
2026-01-01,HP,diesel,Cash,mumbai,2026,1,1,3,0,0,1707.6585714285716,1707.6585714285716,2017.739
2026-01-01,HP,diesel,Cash,pune,2026,1,1,3,0,0,2379.6408333333334,2379.6408333333334,2297.6584
2026-01-01,HP,diesel,UPI,bangalore,2026,1,1,3,0,0,1802.21625,1802.21625,2084.7803
2026-01-01,HP,diesel,UPI,chennai,2026,1,1,3,0,0,2105.03125,2105.03125,2250.1218
2026-01-01,HP,diesel,UPI,delhi,2026,1,1,3,0,0,1426.8066666666666,1426.8066666666666,1829.521
2026-01-01,HP,diesel,UPI,mumbai,2026,1,1,3,0,0,2395.915,2395.915,2512.3308
2026-01-01,HP,diesel,UPI,pune,2026,1,1,3,0,0,2342.6475,2342.6475,2358.5576
2026-01-01,HP,petrol,Card,bangalore,2026,1,1,3,0,0,1726.2966666666669,1726.2966666666669,1874.0347
2026-01-01,HP,petrol,Card,chennai,2026,1,1,3,0,0,2772.457,2772.457,3108.7842
2026-01-01,HP,petrol,Card,delhi,2026,1,1,3,0,0,1653.8880000000001,1653.8880000000001,1817.2778
2026-01-01,HP,petrol,Card,mumbai,2026,1,1,3,0,0,2676.4533333333334,2676.4533333333334,3148.045
2026-01-01,HP,petrol,Card,pune,2026,1,1,3,0,0,2386.945,2386.945,2161.848
2026-01-01,HP,petrol,Cash,bangalore,2026,1,1,3,0,0,2466.4616666666666,2466.4616666666666,2349.633
2026-01-01,HP,petrol,Cash,chennai,2026,1,1,3,0,0,2243.4049999999997,2243.4049999999997,2361.3213
2026-01-01,HP,petrol,Cash,delhi,2026,1,1,3,0,0,2151.3700000000003,2151.3700000000003,2112.226
2026-01-01,HP,petrol,Cash,mumbai,2026,1,1,3,0,0,1801.3799999999999,1801.3799999999999,2030.2334
2026-01-01,HP,petrol,Cash,pune,2026,1,1,3,0,0,1396.2544444444443,1396.2544444444443,1574.9945
2026-01-01,HP,petrol,UPI,bangalore,2026,1,1,3,0,0,1942.2,1942.2,2092.3503
2026-01-01,HP,petrol,UPI,chennai,2026,1,1,3,0,0,1994.8986666666667,1994.8986666666667,2139.625
2026-01-01,HP,petrol,UPI,delhi,2026,1,1,3,0,0,1918.9264285714287,1918.9264285714287,2092.7437
2026-01-01,HP,petrol,UPI,mumbai,2026,1,1,3,0,0,2812.19,2812.19,3053.3496
2026-01-01,HP,petrol,UPI,pune,2026,1,1,3,0,0,1987.6850000000002,1987.6850000000002,2015.7775
2026-01-01,HP,power petrol,Card,bangalore,2026,1,1,3,0,0,3296.3419999999996,3296.3419999999996,3462.8452
2026-01-01,HP,power petrol,Card,chennai,2026,1,1,3,0,0,3017.558333333333,3017.558333333333,3502.6177
2026-01-01,HP,power petrol,Card,delhi,2026,1,1,3,0,0,1895.62375,1895.62375,2207.6445
2026-01-01,HP,power petrol,Card,mumbai,2026,1,1,3,0,0,2562.9829999999997,2562.9829999999997,3092.0989
2026-01-01,HP,power petrol,Card,pune,2026,1,1,3,0,0,1996.61,1996.61,1999.1631
2026-01-01,HP,power petrol,Cash,bangalore,2026,1,1,3,0,0,0.0,,782.5616
2026-01-01,HP,power petrol,Cash,chennai,2026,1,1,3,0,0,1808.9650000000001,1808.9650000000001,2015.1117
2026-01-01,HP,power petrol,Cash,delhi,2026,1,1,3,0,0,2445.5171428571425,2445.5171428571425,2659.2354
2026-01-01,HP,power petrol,Cash,mumbai,2026,1,1,3,0,0,2096.4666666666667,2096.4666666666667,2203.8726
2026-01-01,HP,power petrol,Cash,pune,2026,1,1,3,0,0,2382.055,2382.055,2312.0188
2026-01-01,HP,power petrol,UPI,bangalore,2026,1,1,3,0,0,1548.9699999999998,1548.9699999999998,2018.3027
2026-01-01,HP,power petrol,UPI,chennai,2026,1,1,3,0,0,3449.875,3449.875,3594.967
2026-01-01,HP,power petrol,UPI,delhi,2026,1,1,3,0,0,1322.702,1322.702,1933.045
2026-01-01,HP,power petrol,UPI,mumbai,2026,1,1,3,0,0,1848.05,1848.05,2293.8086
2026-01-01,HP,power petrol,UPI,pune,2026,1,1,3,0,0,2527.307777777778,2527.307777777778,3067.0732
2026-01-01,IOCL,diesel,Card,bangalore,2026,1,1,3,0,0,4194.373333333334,4194.373333333334,3334.3345
2026-01-01,IOCL,diesel,Card,chennai,2026,1,1,3,0,0,1461.5025,1461.5025,1826.935
2026-01-01,IOCL,diesel,Card,delhi,2026,1,1,3,0,0,1884.988,1884.988,2004.0938
2026-01-01,IOCL,diesel,Card,mumbai,2026,1,1,3,0,0,1978.7118181818184,1978.7118181818184,1966.9727
2026-01-01,IOCL,diesel,Card,pune,2026,1,1,3,0,0,1934.158888888889,1934.158888888889,1845.7332
2026-01-01,IOCL,diesel,Cash,bangalore,2026,1,1,3,0,0,1159.5700000000002,1159.5700000000002,1216.4
2026-01-01,IOCL,diesel,Cash,chennai,2026,1,1,3,0,0,948.3340000000001,948.3340000000001,1220.9717
2026-01-01,IOCL,diesel,Cash,delhi,2026,1,1,3,0,0,1955.898,1955.898,2060.259
2026-01-01,IOCL,diesel,Cash,mumbai,2026,1,1,3,0,0,1874.8266666666666,1874.8266666666666,2014.2133
2026-01-01,IOCL,diesel,Cash,pune,2026,1,1,3,0,0,1985.75,1985.75,1863.7153
2026-01-01,IOCL,diesel,UPI,bangalore,2026,1,1,3,0,0,1737.5199999999998,1737.5199999999998,1981.0747
2026-01-01,IOCL,diesel,UPI,chennai,2026,1,1,3,0,0,1916.011,1916.011,2062.372
2026-01-01,IOCL,diesel,UPI,delhi,2026,1,1,3,0,0,2074.5945454545454,2074.5945454545454,2144.0813
2026-01-01,IOCL,diesel,UPI,mumbai,2026,1,1,3,0,0,1915.90125,1915.90125,2098.2695
2026-01-01,IOCL,diesel,UPI,pune,2026,1,1,3,0,0,1043.585,1043.585,1209.3121
2026-01-01,IOCL,petrol,Card,bangalore,2026,1,1,3,0,0,1443.8766666666668,1443.8766666666668,1577.9111
2026-01-01,IOCL,petrol,Card,chennai,2026,1,1,3,0,0,2473.17875,2473.17875,2108.614
2026-01-01,IOCL,petrol,Card,delhi,2026,1,1,3,0,0,2645.5636363636363,2645.5636363636363,3488.7678
2026-01-01,IOCL,petrol,Card,mumbai,2026,1,1,3,0,0,1198.185714285714,1198.185714285714,1223.0168
2026-01-01,IOCL,petrol,Card,pune,2026,1,1,3,0,0,2556.2799999999997,2556.2799999999997,3006.1296
2026-01-01,IOCL,petrol,Cash,bangalore,2026,1,1,3,0,0,2577.71,2577.71,3180.2722
2026-01-01,IOCL,petrol,Cash,chennai,2026,1,1,3,0,0,1951.1850000000002,1951.1850000000002,1893.8678
2026-01-01,IOCL,petrol,Cash,delhi,2026,1,1,3,0,0,1317.81,2340.834,1703.4413
2026-01-01,IOCL,petrol,Cash,mumbai,2026,1,1,3,0,0,2457.228888888889,2457.228888888889,2320.543
2026-01-01,IOCL,petrol,Cash,pune,2026,1,1,3,0,0,2498.4,2498.4,2118.404
2026-01-01,IOCL,petrol,UPI,bangalore,2026,1,1,3,0,0,2599.9266666666667,2599.9266666666667,3232.7573
2026-01-01,IOCL,petrol,UPI,chennai,2026,1,1,3,0,0,1855.25,1855.25,1905.3545
2026-01-01,IOCL,petrol,UPI,delhi,2026,1,1,3,0,0,2062.8875,2062.8875,2064.6182
2026-01-01,IOCL,petrol,UPI,mumbai,2026,1,1,3,0,0,1764.125,1764.125,1992.8273
2026-01-01,IOCL,petrol,UPI,pune,2026,1,1,3,0,0,2083.22,2083.22,1825.4757
2026-01-01,IOCL,power petrol,Card,bangalore,2026,1,1,3,0,0,2473.382857142857,2473.382857142857,2174.0068
2026-01-01,IOCL,power petrol,Card,chennai,2026,1,1,3,0,0,2190.233333333333,2190.233333333333,2145.617
2026-01-01,IOCL,power petrol,Card,delhi,2026,1,1,3,0,0,1863.5766666666666,1863.5766666666666,2079.6633
2026-01-01,IOCL,power petrol,Card,mumbai,2026,1,1,3,0,0,2355.5714285714284,2355.5714285714284,2155.9485
2026-01-01,IOCL,power petrol,Card,pune,2026,1,1,3,0,0,2648.766153846154,2648.766153846154,2992.0686
2026-01-01,IOCL,power petrol,Cash,bangalore,2026,1,1,3,0,0,1865.993333333333,1865.993333333333,1897.5751
2026-01-01,IOCL,power petrol,Cash,chennai,2026,1,1,3,0,0,1671.87375,1671.87375,1800.1957
2026-01-01,IOCL,power petrol,Cash,delhi,2026,1,1,3,0,0,4541.99,2514.805,3935.7039
2026-01-01,IOCL,power petrol,Cash,mumbai,2026,1,1,3,0,0,2150.042857142857,2150.042857142857,1989.2058
2026-01-01,IOCL,power petrol,Cash,pune,2026,1,1,3,0,0,2724.98,2724.98,2802.815
2026-01-01,IOCL,power petrol,UPI,bangalore,2026,1,1,3,0,0,2309.24,2309.24,2224.1985
2026-01-01,IOCL,power petrol,UPI,chennai,2026,1,1,3,0,0,2456.991666666667,2456.991666666667,2213.327
2026-01-01,IOCL,power petrol,UPI,delhi,2026,1,1,3,0,0,2472.733846153846,2472.733846153846,2555.9714
2026-01-01,IOCL,power petrol,UPI,mumbai,2026,1,1,3,0,0,2099.7028571428573,2099.7028571428573,2054.9016
2026-01-01,IOCL,power petrol,UPI,pune,2026,1,1,3,0,0,2106.649,2106.649,1864.4872
2026-01-02,BPCL,diesel,Card,bangalore,2026,1,2,4,0,0,993.4040000000001,993.4040000000001,1289.0775
2026-01-02,BPCL,diesel,Card,chennai,2026,1,2,4,0,0,2301.473,2301.473,1936.9835
2026-01-02,BPCL,diesel,Card,delhi,2026,1,2,4,0,0,2874.375,2874.375,4097.5576
2026-01-02,BPCL,diesel,Card,mumbai,2026,1,2,4,0,0,1289.77,1289.77,1720.4475
2026-01-02,BPCL,diesel,Card,pune,2026,1,2,4,0,0,1298.9855555555555,1298.9855555555555,1701.7036
2026-01-02,BPCL,diesel,Cash,bangalore,2026,1,2,4,0,0,1852.3433333333335,1852.3433333333335,1882.7136
2026-01-02,BPCL,diesel,Cash,chennai,2026,1,2,4,0,0,2704.081111111111,2704.081111111111,3139.783
2026-01-02,BPCL,diesel,Cash,delhi,2026,1,2,4,0,0,2138.9655555555555,2138.9655555555555,1935.4763
2026-01-02,BPCL,diesel,Cash,mumbai,2026,1,2,4,0,0,1864.2336363636364,1864.2336363636364,1893.5884
2026-01-02,BPCL,diesel,Cash,pune,2026,1,2,4,0,0,1948.3183333333334,1948.3183333333334,1775.0256
2026-01-02,BPCL,diesel,UPI,bangalore,2026,1,2,4,0,0,2066.0075,2066.0075,1886.3804
2026-01-02,BPCL,diesel,UPI,chennai,2026,1,2,4,0,0,4326.18,1813.2723076923078,4209.095
2026-01-02,BPCL,diesel,UPI,delhi,2026,1,2,4,0,0,1679.2490909090907,1679.2490909090907,1951.0593
2026-01-02,BPCL,diesel,UPI,mumbai,2026,1,2,4,0,0,1948.2766666666669,1948.2766666666669,1914.0859
2026-01-02,BPCL,diesel,UPI,pune,2026,1,2,4,0,0,1330.9773333333333,1330.9773333333333,1725.395
2026-01-02,BPCL,petrol,Card,bangalore,2026,1,2,4,0,0,3095.5171428571425,3095.5171428571425,4314.8247
2026-01-02,BPCL,petrol,Card,chennai,2026,1,2,4,0,0,2214.8877777777775,2214.8877777777775,1910.9315
2026-01-02,BPCL,petrol,Card,delhi,2026,1,2,4,0,0,2320.816875,2320.816875,2288.5193
2026-01-02,BPCL,petrol,Card,mumbai,2026,1,2,4,0,0,1882.6116666666667,1882.6116666666667,1971.4022
2026-01-02,BPCL,petrol,Card,pune,2026,1,2,4,0,0,2420.381,2420.381,1934.6163
2026-01-02,BPCL,petrol,Cash,bangalore,2026,1,2,4,0,0,2466.1639999999998,2466.1639999999998,2008.3035
2026-01-02,BPCL,petrol,Cash,chennai,2026,1,2,4,0,0,2086.0437500000003,2086.0437500000003,1776.3091
2026-01-02,BPCL,petrol,Cash,delhi,2026,1,2,4,0,0,1866.4633333333331,1866.4633333333331,2049.8694
2026-01-02,BPCL,petrol,Cash,mumbai,2026,1,2,4,0,0,1797.44125,1797.44125,1945.4595
2026-01-02,BPCL,petrol,Cash,pune,2026,1,2,4,0,0,2223.7366666666667,2223.7366666666667,1897.4171
2026-01-02,BPCL,petrol,UPI,bangalore,2026,1,2,4,0,0,2505.5628571428574,2505.5628571428574,1924.5066
2026-01-02,BPCL,petrol,UPI,chennai,2026,1,2,4,0,0,1973.3138461538463,1973.3138461538463,1770.9463
2026-01-02,BPCL,petrol,UPI,delhi,2026,1,2,4,0,0,2617.1457142857143,2617.1457142857143,3850.8865
2026-01-02,BPCL,petrol,UPI,mumbai,2026,1,2,4,0,0,2047.079090909091,2047.079090909091,2019.1677
2026-01-02,BPCL,petrol,UPI,pune,2026,1,2,4,0,0,1997.163,1997.163,1801.4666
2026-01-02,BPCL,power petrol,Card,bangalore,2026,1,2,4,0,0,2145.02,2145.02,1901.5723
2026-01-02,BPCL,power petrol,Card,chennai,2026,1,2,4,0,0,2133.150909090909,2133.150909090909,1761.4718
2026-01-02,BPCL,power petrol,Card,delhi,2026,1,2,4,0,0,2168.163333333333,2168.163333333333,2128.0593
2026-01-02,BPCL,power petrol,Card,mumbai,2026,1,2,4,0,0,1784.5966666666668,1784.5966666666668,1811.2069
2026-01-02,BPCL,power petrol,Card,pune,2026,1,2,4,0,0,2765.4100000000003,2765.4100000000003,3085.6853
2026-01-02,BPCL,power petrol,Cash,bangalore,2026,1,2,4,0,0,3476.37,3476.37,4180.89
2026-01-02,BPCL,power petrol,Cash,chennai,2026,1,2,4,0,0,2002.8188888888888,2002.8188888888888,1744.0023
2026-01-02,BPCL,power petrol,Cash,delhi,2026,1,2,4,0,0,2305.334,2305.334,2312.6206
2026-01-02,BPCL,power petrol,Cash,mumbai,2026,1,2,4,0,0,2318.9137499999997,2318.9137499999997,1983.0321
2026-01-02,BPCL,power petrol,Cash,pune,2026,1,2,4,0,0,2600.3742857142856,2600.3742857142856,3066.811
2026-01-02,BPCL,power petrol,UPI,bangalore,2026,1,2,4,0,0,2434.395,2434.395,2009.6936
2026-01-02,BPCL,power petrol,UPI,chennai,2026,1,2,4,0,0,2866.3214285714284,2866.3214285714284,4073.8723
2026-01-02,BPCL,power petrol,UPI,delhi,2026,1,2,4,0,0,2315.961111111111,2315.961111111111,2317.9014
2026-01-02,BPCL,power petrol,UPI,mumbai,2026,1,2,4,0,0,1974.024,1974.024,1927.9346
2026-01-02,BPCL,power petrol,UPI,pune,2026,1,2,4,0,0,1944.9627272727273,1944.9627272727273,1835.8358
2026-01-02,HP,diesel,Card,bangalore,2026,1,2,4,0,0,2871.181666666667,2871.181666666667,3834.261
2026-01-02,HP,diesel,Card,chennai,2026,1,2,4,0,0,1960.89125,1960.89125,2153.6826
2026-01-02,HP,diesel,Card,delhi,2026,1,2,4,0,0,1208.6833333333334,1208.6833333333334,1190.8915
2026-01-02,HP,diesel,Card,mumbai,2026,1,2,4,0,0,1786.7369999999999,1786.7369999999999,1953.936
2026-01-02,HP,diesel,Card,pune,2026,1,2,4,0,0,1597.4957142857143,1597.4957142857143,1842.6682
2026-01-02,HP,diesel,Cash,bangalore,2026,1,2,4,0,0,2432.7725,2432.7725,2445.7996
2026-01-02,HP,diesel,Cash,chennai,2026,1,2,4,0,0,1879.03,1879.03,2174.1875
2026-01-02,HP,diesel,Cash,delhi,2026,1,2,4,0,0,1638.6328571428571,1638.6328571428571,1918.0948
2026-01-02,HP,diesel,Cash,mumbai,2026,1,2,4,0,0,1707.6585714285716,1707.6585714285716,2038.1909
2026-01-02,HP,diesel,Cash,pune,2026,1,2,4,0,0,2379.6408333333334,2379.6408333333334,2330.463
2026-01-02,HP,diesel,UPI,bangalore,2026,1,2,4,0,0,1802.21625,1802.21625,2106.659
2026-01-02,HP,diesel,UPI,chennai,2026,1,2,4,0,0,2105.03125,2105.03125,2255.293
2026-01-02,HP,diesel,UPI,delhi,2026,1,2,4,0,0,1426.8066666666666,1426.8066666666666,1827.7216
2026-01-02,HP,diesel,UPI,mumbai,2026,1,2,4,0,0,2395.915,2395.915,2541.9023
2026-01-02,HP,diesel,UPI,pune,2026,1,2,4,0,0,2342.6475,2342.6475,2398.446
2026-01-02,HP,petrol,Card,bangalore,2026,1,2,4,0,0,1726.2966666666669,1726.2966666666669,1966.8215
2026-01-02,HP,petrol,Card,chennai,2026,1,2,4,0,0,2772.457,2772.457,3423.0417
2026-01-02,HP,petrol,Card,delhi,2026,1,2,4,0,0,1653.8880000000001,1653.8880000000001,1888.9492
2026-01-02,HP,petrol,Card,mumbai,2026,1,2,4,0,0,2676.4533333333334,2676.4533333333334,3459.803
2026-01-02,HP,petrol,Card,pune,2026,1,2,4,0,0,2386.945,2386.945,2277.4912
2026-01-02,HP,petrol,Cash,bangalore,2026,1,2,4,0,0,2466.4616666666666,2466.4616666666666,2422.0032
2026-01-02,HP,petrol,Cash,chennai,2026,1,2,4,0,0,2243.4049999999997,2243.4049999999997,2431.3364
2026-01-02,HP,petrol,Cash,delhi,2026,1,2,4,0,0,2151.3700000000003,2151.3700000000003,2167.573
2026-01-02,HP,petrol,Cash,mumbai,2026,1,2,4,0,0,1801.3799999999999,1801.3799999999999,2091.3157
2026-01-02,HP,petrol,Cash,pune,2026,1,2,4,0,0,1396.2544444444443,1396.2544444444443,1650.6283
2026-01-02,HP,petrol,UPI,bangalore,2026,1,2,4,0,0,1942.2,1942.2,2165.274
2026-01-02,HP,petrol,UPI,chennai,2026,1,2,4,0,0,1994.8986666666667,1994.8986666666667,2189.024
2026-01-02,HP,petrol,UPI,delhi,2026,1,2,4,0,0,1918.9264285714287,1918.9264285714287,2143.7031
2026-01-02,HP,petrol,UPI,mumbai,2026,1,2,4,0,0,2812.19,2812.19,3307.5283
2026-01-02,HP,petrol,UPI,pune,2026,1,2,4,0,0,1987.6850000000002,1987.6850000000002,2091.9106
2026-01-02,HP,power petrol,Card,bangalore,2026,1,2,4,0,0,3296.3419999999996,3296.3419999999996,4125.2417
2026-01-02,HP,power petrol,Card,chennai,2026,1,2,4,0,0,3017.558333333333,3017.558333333333,4142.138
2026-01-02,HP,power petrol,Card,delhi,2026,1,2,4,0,0,1895.62375,1895.62375,2237.4985
2026-01-02,HP,power petrol,Card,mumbai,2026,1,2,4,0,0,2562.9829999999997,2562.9829999999997,3356.0981
2026-01-02,HP,power petrol,Card,pune,2026,1,2,4,0,0,1996.61,1996.61,2063.0674
2026-01-02,HP,power petrol,Cash,bangalore,2026,1,2,4,0,0,0.0,,811.098
2026-01-02,HP,power petrol,Cash,chennai,2026,1,2,4,0,0,1808.9650000000001,1808.9650000000001,2037.4464
2026-01-02,HP,power petrol,Cash,delhi,2026,1,2,4,0,0,2445.5171428571425,2445.5171428571425,2657.5698
2026-01-02,HP,power petrol,Cash,mumbai,2026,1,2,4,0,0,2096.4666666666667,2096.4666666666667,2225.8147
2026-01-02,HP,power petrol,Cash,pune,2026,1,2,4,0,0,2382.055,2382.055,2344.214
2026-01-02,HP,power petrol,UPI,bangalore,2026,1,2,4,0,0,1548.9699999999998,1548.9699999999998,2035.9003
2026-01-02,HP,power petrol,UPI,chennai,2026,1,2,4,0,0,3449.875,3449.875,4203.9077
2026-01-02,HP,power petrol,UPI,delhi,2026,1,2,4,0,0,1322.702,1322.702,1924.0753
2026-01-02,HP,power petrol,UPI,mumbai,2026,1,2,4,0,0,1848.05,1848.05,2317.7168
2026-01-02,HP,power petrol,UPI,pune,2026,1,2,4,0,0,2527.307777777778,2527.307777777778,3246.1316
2026-01-02,IOCL,diesel,Card,bangalore,2026,1,2,4,0,0,4194.373333333334,4194.373333333334,3964.5854
2026-01-02,IOCL,diesel,Card,chennai,2026,1,2,4,0,0,1461.5025,1461.5025,1825.8685
2026-01-02,IOCL,diesel,Card,delhi,2026,1,2,4,0,0,1884.988,1884.988,2103.8984
2026-01-02,IOCL,diesel,Card,mumbai,2026,1,2,4,0,0,1978.7118181818184,1978.7118181818184,2009.8275
2026-01-02,IOCL,diesel,Card,pune,2026,1,2,4,0,0,1934.158888888889,1934.158888888889,1881.0052
2026-01-02,IOCL,diesel,Cash,bangalore,2026,1,2,4,0,0,1159.5700000000002,1159.5700000000002,1222.6996
2026-01-02,IOCL,diesel,Cash,chennai,2026,1,2,4,0,0,948.3340000000001,948.3340000000001,1217.9048
2026-01-02,IOCL,diesel,Cash,delhi,2026,1,2,4,0,0,1955.898,1955.898,2137.6636
2026-01-02,IOCL,diesel,Cash,mumbai,2026,1,2,4,0,0,1874.8266666666666,1874.8266666666666,2012.9534
2026-01-02,IOCL,diesel,Cash,pune,2026,1,2,4,0,0,1985.75,1985.75,1876.5835
2026-01-02,IOCL,diesel,UPI,bangalore,2026,1,2,4,0,0,1737.5199999999998,1737.5199999999998,2003.9756
2026-01-02,IOCL,diesel,UPI,chennai,2026,1,2,4,0,0,1916.011,1916.011,2067.9421
2026-01-02,IOCL,diesel,UPI,delhi,2026,1,2,4,0,0,2074.5945454545454,2074.5945454545454,2243.2798
2026-01-02,IOCL,diesel,UPI,mumbai,2026,1,2,4,0,0,1915.90125,1915.90125,2127.3296
2026-01-02,IOCL,diesel,UPI,pune,2026,1,2,4,0,0,1043.585,1043.585,1237.2495
2026-01-02,IOCL,petrol,Card,bangalore,2026,1,2,4,0,0,1443.8766666666668,1443.8766666666668,1618.8105
2026-01-02,IOCL,petrol,Card,chennai,2026,1,2,4,0,0,2473.17875,2473.17875,2142.7383
