TransactionID,Date,Time,Company,LocationID,City,FuelType,Quantity_Liters,Price_per_Litre,Total_Amount,PaymentMethod,VehicleType,LoyaltyCardUsed,PumpNumber,EmployeeID
TXN103,15-12-2024,17:35:00,BPCL,delhi-pump-01,delhi,diesel,41.78,87.13,3640.29,Card,car,Yes,3,E-DEL-2
TXN104,09-07-2024,12:52:00,HP,chennai-pump-03,chennai,petrol,6.65,94.7,629.76,UPI,bike,No,5,E-CHE-4
TXN105,11-10-2024,23:28:00,HP,pune-pump-01,pune,petrol,37.72,94.49,3564.16,Card,car,Yes,4,E-PUN-2
TXN106,17-10-2024,18:02:00,HP,pune-pump-01,pune,power petrol,38.35,99.87,3830.01,Cash,car,No,1,E-PUN-1
TXN107,16-05-2024,18:42:00,IOCL,pune-pump-06,pune,power petrol,48.56,99.83,4847.74,Cash,car,Yes,5,E-PUN-5
TXN108,22-06-2024,18:05:00,BPCL,pune-pump-06,pune,petrol,34.36,94.36,3242.21,Card,car,Yes,5,E-PUN-1
TXN109,01-11-2024,04:28:00,HP,mumbai-pump-04,mumbai,power petrol,45.35,99.68,4520.49,Card,car,Yes,5,E-MUM-1
TXN110,21-09-2025,21:46:00,BPCL,mumbai-pump-04,mumbai,petrol,10.43,94.47,985.32,Cash,bike,No,2,E-MUM-4
TXN111,12-09-2025,13:36:00,BPCL,chennai-pump-03,chennai,diesel,11.95,87.35,1043.83,UPI,bike,Yes,4,E-CHE-3
TXN112,12-07-2024,07:09:00,IOCL,pune-pump-06,pune,power petrol,35.84,99.5,3566.08,Card,car,No,3,E-PUN-3
TXN113,09-08-2025,19:48:00,HP,delhi-pump-01,delhi,diesel,36.69,87.87,3223.95,Cash,car,Yes,5,E-DEL-4
TXN114,29-12-2024,14:28:00,HP,pune-pump-01,pune,diesel,27.71,87.92,2436.26,UPI,car,Yes,1,E-PUN-5
TXN115,26-04-2025,08:22:00,HP,mumbai-pump-04,mumbai,petrol,30.74,94.6,2908,UPI,car,Yes,1,E-MUM-4
TXN116,21-06-2025,06:03:00,BPCL,bangalore-pump-07,bangalore,diesel,5.8,88.09,510.92,Card,bike,No,3,E-BAN-2
TXN117,31-05-2024,02:34:00,BPCL,pune-pump-06,pune,petrol,24.37,94.77,2309.54,UPI,car,No,4,E-PUN-2
TXN118,16-09-2025,09:18:00,IOCL,pune-pump-06,pune,power petrol,21.68,99.47,2156.51,Cash,car,No,4,E-PUN-3
TXN119,15-08-2024,02:39:00,HP,bangalore-pump-07,bangalore,diesel,27.65,87.34,2414.95,Cash,car,No,2,E-BAN-4
TXN120,17-10-2025,11:26:00,IOCL,delhi-pump-04,delhi,petrol,8.31,95.02,789.62,Card,bike,No,5,E-DEL-2
TXN121,05-06-2024,22:03:00,BPCL,chennai-pump-05,chennai,diesel,10.78,87.39,942.06,Card,bike,Yes,1,E-CHE-4
TXN122,24-11-2025,01:40:00,IOCL,delhi-pump-01,delhi,petrol,44.06,94.68,4171.6,Cash,car,Yes,3,E-DEL-1
TXN123,04-04-2024,10:03:00,BPCL,chennai-pump-05,chennai,power petrol,46.07,99.84,4599.63,Cash,car,Yes,1,E-CHE-4
TXN124,25-09-2025,00:58:00,HP,pune-pump-06,pune,petrol,41.5,94.74,3931.71,Card,car,No,1,E-PUN-2
TXN125,06-12-2025,00:19:00,IOCL,pune-pump-01,pune,power petrol,30.31,99.59,3018.57,Card,car,Yes,1,E-PUN-2
TXN126,28-07-2025,09:42:00,BPCL,delhi-pump-01,delhi,power petrol,46.48,99.54,4626.62,Card,car,No,1,E-DEL-1
TXN127,17-11-2024,19:33:00,BPCL,chennai-pump-03,chennai,diesel,31.71,87.2,2765.11,UPI,car,Yes,1,E-CHE-4
TXN128,09-07-2025,13:55:00,BPCL,mumbai-pump-02,mumbai,petrol,9.45,94.56,893.59,Card,bike,Yes,4,E-MUM-3
TXN129,18-03-2025,17:30:00,BPCL,pune-pump-06,pune,power petrol,9.86,99.22,978.31,Cash,bike,Yes,1,E-PUN-3
TXN130,10-08-2024,15:09:00,BPCL,delhi-pump-01,delhi,petrol,27.17,94.29,2561.86,Card,car,Yes,1,E-DEL-5
TXN131,25-12-2024,12:47:00,BPCL,mumbai-pump-02,mumbai,diesel,48.24,87.71,4231.13,UPI,car,Yes,3,E-MUM-4
TXN132,01-09-2025,13:50:00,IOCL,chennai-pump-05,chennai,petrol,13.21,94.61,1249.8,Cash,bike,No,1,E-CHE-5
TXN133,28-05-2024,15:35:00,IOCL,chennai-pump-05,chennai,diesel,38.31,87.2,3340.63,UPI,car,Yes,3,E-CHE-5
TXN134,01-08-2025,12:55:00,BPCL,pune-pump-06,pune,diesel,10.4,87.76,912.7,UPI,bike,Yes,2,E-PUN-3
TXN135,23-10-2025,15:39:00,BPCL,pune-pump-01,pune,diesel,10.96,87.31,956.92,Card,bike,Yes,3,E-PUN-5
TXN136,22-07-2025,13:01:00,BPCL,delhi-pump-01,delhi,power petrol,7.34,99.7,731.8,UPI,bike,No,4,E-DEL-3
TXN137,01-01-2024,16:30:00,BPCL,delhi-pump-04,delhi,diesel,38.06,87.77,3340.53,Cash,car,Yes,5,E-DEL-5
TXN138,19-09-2024,19:16:00,IOCL,mumbai-pump-02,mumbai,diesel,17.14,87.28,1495.98,Cash,car,Yes,2,E-MUM-3
TXN139,09-03-2024,15:32:00,BPCL,bangalore-pump-07,bangalore,petrol,14.69,94.73,1391.58,Card,bike,No,2,E-BAN-4
TXN140,29-01-2025,20:52:00,IOCL,pune-pump-06,pune,power petrol,5.55,99.88,554.33,UPI,bike,No,1,E-PUN-4
TXN141,18-04-2025,06:24:00,BPCL,chennai-pump-03,chennai,petrol,18.13,94.92,1720.9,Cash,car,No,2,E-CHE-5
TXN142,02-06-2024,04:51:00,HP,pune-pump-06,pune,petrol,44.87,94.92,4259.06,Card,car,No,2,E-PUN-5
TXN143,27-12-2024,04:33:00,IOCL,delhi-pump-04,delhi,diesel,43.47,87.95,3823.19,Cash,car,Yes,2,E-DEL-5
TXN144,29-01-2025,06:07:00,IOCL,mumbai-pump-02,mumbai,diesel,13.58,87.6,1189.61,UPI,bike,No,5,E-MUM-2
TXN145,14-06-2025,11:42:00,IOCL,bangalore-pump-07,bangalore,power petrol,47.91,99.43,4763.69,Card,car,No,1,E-BAN-5
TXN146,06-12-2024,00:57:00,HP,bangalore-pump-07,bangalore,petrol,5.69,95.2,541.69,UPI,bike,No,1,E-BAN-5
TXN147,13-03-2024,05:50:00,HP,pune-pump-06,pune,diesel,10.98,87.75,963.5,UPI,bike,Yes,3,E-PUN-4
TXN148,13-12-2024,16:25:00,IOCL,delhi-pump-04,delhi,power petrol,7.81,99.22,774.91,UPI,bike,No,3,E-DEL-4
TXN149,28-07-2025,13:34:00,IOCL,mumbai-pump-04,mumbai,petrol,30.11,95.17,2865.57,Cash,car,No,3,E-MUM-2
TXN150,17-03-2025,11:56:00,IOCL,mumbai-pump-02,mumbai,power petrol,7.05,99.68,702.74,Cash,bike,No,1,E-MUM-5
TXN151,25-11-2025,21:42:00,BPCL,delhi-pump-01,delhi,power petrol,39.11,99.32,3884.41,UPI,car,Yes,5,E-DEL-3
TXN152,02-04-2025,18:33:00,BPCL,delhi-pump-01,delhi,diesel,46.23,88.11,4073.33,Cash,car,No,1,E-DEL-2
TXN153,14-04-2024,05:23:00,BPCL,pune-pump-01,pune,petrol,47.05,94.87,4463.63,Cash,car,No,1,E-PUN-2
TXN154,25-06-2025,23:08:00,HP,pune-pump-06,pune,petrol,7.55,94.92,716.65,Cash,bike,Yes,1,E-PUN-2
TXN155,31-08-2025,17:12:00,HP,pune-pump-06,pune,diesel,12.21,87.48,1068.13,Card,bike,Yes,2,E-PUN-3
TXN156,14-08-2025,03:10:00,BPCL,delhi-pump-04,delhi,diesel,17.11,87.43,1495.93,UPI,car,No,1,E-DEL-4
TXN157,24-07-2024,21:53:00,HP,bangalore-pump-07,bangalore,power petrol,8.55,99.09,847.22,UPI,bike,Yes,2,E-BAN-4
TXN158,07-03-2024,05:19:00,IOCL,delhi-pump-01,delhi,diesel,10.93,88.01,961.95,Card,bike,No,1,E-DEL-2
TXN159,06-03-2025,09:56:00,HP,chennai-pump-05,chennai,power petrol,5.07,99.43,504.11,Cash,bike,No,5,E-CHE-1
TXN160,18-11-2025,09:43:00,BPCL,chennai-pump-05,chennai,diesel,38.63,87.38,3375.49,Card,car,No,3,E-CHE-4
TXN161,29-12-2025,22:58:00,IOCL,chennai-pump-03,chennai,petrol,42.06,94.61,3979.3,Card,car,No,1,E-CHE-1
TXN162,01-07-2025,04:08:00,HP,pune-pump-01,pune,power petrol,14.23,98.96,1408.2,UPI,bike,No,4,E-PUN-4
TXN163,22-07-2025,22:45:00,HP,pune-pump-06,pune,petrol,5.18,94.23,488.11,Card,bike,Yes,3,E-PUN-3
TXN164,06-06-2025,00:04:00,IOCL,pune-pump-01,pune,petrol,45.75,94.84,4338.93,UPI,car,No,4,E-PUN-3
TXN165,09-05-2024,14:20:00,IOCL,pune-pump-06,pune,petrol,28.27,94.38,2668.12,Card,car,No,4,E-PUN-1
TXN166,04-10-2024,05:54:00,HP,delhi-pump-01,delhi,diesel,9.09,87.33,793.83,UPI,bike,No,2,E-DEL-1
TXN167,09-09-2025,13:25:00,IOCL,mumbai-pump-04,mumbai,diesel,10.7,88.03,941.92,UPI,bike,No,3,E-MUM-4
TXN168,25-09-2024,14:40:00,HP,delhi-pump-01,delhi,power petrol,6.95,99.63,692.43,Card,bike,No,3,E-DEL-1
TXN169,19-04-2025,05:40:00,IOCL,delhi-pump-01,delhi,diesel,9.31,87.91,818.44,UPI,bike,No,5,E-DEL-5
TXN170,01-07-2024,20:37:00,BPCL,delhi-pump-01,delhi,petrol,21.35,94.22,2011.6,Cash,car,Yes,3,E-DEL-5
TXN171,13-01-2024,21:33:00,IOCL,chennai-pump-03,chennai,petrol,7.56,94.8,716.69,Cash,bike,No,4,E-CHE-5
TXN172,03-04-2025,22:30:00,BPCL,mumbai-pump-04,mumbai,diesel,18.59,87.2,1621.05,UPI,car,Yes,4,E-MUM-2
TXN173,18-05-2024,07:24:00,IOCL,pune-pump-06,pune,power petrol,38.7,99.6,3854.52,UPI,car,Yes,5,E-PUN-4
TXN174,28-02-2025,17:42:00,BPCL,mumbai-pump-04,mumbai,diesel,7.13,87.15,621.38,Cash,bike,Yes,5,E-MUM-2
TXN175,23-03-2025,21:27:00,HP,bangalore-pump-07,bangalore,petrol,6.45,95.02,612.88,Cash,bike,Yes,1,E-BAN-1
TXN176,27-02-2024,13:18:00,HP,mumbai-pump-02,mumbai,petrol,37.76,95.12,3591.73,Cash,car,No,5,E-MUM-4
TXN177,16-06-2024,08:54:00,IOCL,pune-pump-06,pune,power petrol,38.09,99.12,3775.48,Card,car,No,4,E-PUN-5
TXN178,24-01-2024,17:44:00,IOCL,delhi-pump-04,delhi,petrol,15.3,95.03,1453.96,UPI,car,No,3,E-DEL-3
TXN179,09-07-2024,07:29:00,BPCL,chennai-pump-03,chennai,diesel,49.87,87.62,4369.61,Card,car,Yes,4,E-CHE-4
TXN180,15-11-2025,03:15:00,BPCL,delhi-pump-01,delhi,power petrol,15.6,99.12,1546.27,Card,car,Yes,5,E-DEL-1
TXN181,19-01-2025,01:56:00,BPCL,delhi-pump-01,delhi,petrol,30.01,95.02,2851.55,Card,car,No,5,E-DEL-2
TXN182,09-09-2024,06:11:00,IOCL,pune-pump-01,pune,power petrol,23.9,99.71,2383.07,Cash,car,No,4,E-PUN-1
TXN183,07-05-2025,04:45:00,HP,chennai-pump-03,chennai,power petrol,39.7,99.24,3939.83,Cash,car,Yes,5,E-CHE-1
TXN184,07-12-2024,01:34:00,BPCL,mumbai-pump-04,mumbai,petrol,21.15,95.21,2013.69,UPI,car,No,4,E-MUM-1
TXN185,28-07-2025,19:52:00,BPCL,chennai-pump-03,chennai,petrol,10.59,94.63,1002.13,Card,bike,No,4,E-CHE-3
TXN186,27-08-2024,00:35:00,BPCL,chennai-pump-05,chennai,petrol,36.07,94.58,3411.5,UPI,car,Yes,3,E-CHE-5
TXN187,06-04-2024,01:31:00,IOCL,delhi-pump-04,delhi,petrol,37.23,94.39,3514.14,UPI,car,No,5,E-DEL-5
TXN188,22-09-2025,06:26:00,IOCL,bangalore-pump-07,bangalore,petrol,29.29,94.68,2773.18,UPI,car,Yes,4,E-BAN-4
TXN189,11-03-2024,02:20:00,BPCL,mumbai-pump-04,mumbai,petrol,28.41,94.59,2687.3,UPI,car,Yes,2,E-MUM-3
TXN190,16-07-2024,03:46:00,HP,chennai-pump-03,chennai,petrol,18.16,95.08,1726.65,Cash,car,No,4,E-CHE-5
TXN191,29-02-2024,08:15:00,IOCL,bangalore-pump-07,bangalore,diesel,45.78,88.11,4033.68,Card,car,No,2,E-BAN-1
TXN192,19-08-2024,21:25:00,BPCL,pune-pump-06,pune,petrol,45.6,95.07,4335.19,Card,car,Yes,5,E-PUN-2
TXN193,08-02-2025,08:49:00,BPCL,delhi-pump-01,delhi,petrol,10.05,94.24,947.11,UPI,bike,No,3,E-DEL-3
